point_id,section,requirement,primary_ticket,ticket_title,phase,verification_id,coverage_rule,implementation_status,implementation_artifact,implementation_verification
563,33. Expected-value routing,Weight by risk.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0563,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
564,33. Expected-value routing,Weight by Jev freshness.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0564,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
565,33. Expected-value routing,Subtract provider cost.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0565,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
566,33. Expected-value routing,Subtract latency cost.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0566,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
567,33. Expected-value routing,Subtract stale-answer risk.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0567,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
568,33. Expected-value routing,Subtract redundant-call penalty.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0568,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
569,33. Expected-value routing,Invoke Jev when expected benefit is sufficiently positive.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0569,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
570,33. Expected-value routing,No requirement that expected-value logic literally use a single hand-coded equation.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0570,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
571,33. Expected-value routing,Design philosophy centered on could another Jev opinion materially matter now?,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0571,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
572,34. No hard-coded event-count dependence,No primary call Jev every 10 events behavior.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0572,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
573,34. No hard-coded event-count dependence,No primary call Jev after 25 events behavior.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0573,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
574,34. No hard-coded event-count dependence,No primary call Jev after 100 tool calls behavior.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0574,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
575,34. No hard-coded event-count dependence,Event counts may remain as contextual signals.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0575,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
576,34. No hard-coded event-count dependence,Event counts may remain as diagnostics.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0576,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
577,34. No hard-coded event-count dependence,Event counts may remain as emergency ceilings.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0577,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
578,34. No hard-coded event-count dependence,Hard maximum/provider budget only as a safety valve.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0578,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
579,34. No hard-coded event-count dependence,Adaptive state relevance remains primary call trigger.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0579,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
580,35. Router materiality model,Continuous materiality signal.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0580,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
581,35. Router materiality model,Earlier 0–5 materiality idea retained as a conceptual feature if useful.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0581,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
582,35. Router materiality model,Materiality not used as a single permanent hard-coded threshold.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0582,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
583,35. Router materiality model,Trivial operational details very low materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0583,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
584,35. Router materiality model,Meaningful but reversible details low/moderate materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0584,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
585,35. Router materiality model,Strategy-changing choices high materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0585,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
586,35. Router materiality model,External/irreversible choices high materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0586,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
587,35. Router materiality model,Completion high materiality.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0587,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
588,35. Router materiality model,Materiality combined with uncertainty and consequence.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0588,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
589,35. Router materiality model,Materiality included in telemetry.,T13,"Expected-value routing, materiality, and safety budgets",Phase 4 — adaptive routing,T13-R0589,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/router.py; hermes_jev/nervous.py,60-test offline suite + compileall + release checks
590,36. Critical Jev control states,CONTINUE.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0590,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py; hermes_jev/engine.py,60-test offline suite + compileall + release checks
591,36. Critical Jev control states,RETRY.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0591,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py; hermes_jev/engine.py,60-test offline suite + compileall + release checks
592,36. Critical Jev control states,REPLAN.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0592,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py; hermes_jev/engine.py,60-test offline suite + compileall + release checks
593,36. Critical Jev control states,ESCALATE.,T14,"Control states, recovery, and ambiguity handling",Phase 5 — decision contracts,T14-R0593,Primary ownership exactly once; verify through declared seam or explicit gated live receipt.,IMPLEMENTED_OFFLINE_VERIFIED,hermes_jev/nervous.py; hermes_jev/engine.py,60-test offline suite + compileall + release checks
